,Country/Region,Date,Confirmed,Deaths,Recovered
0,Afghanistan,2/24/20,1,0,0
1,Afghanistan,2/25/20,1,0,0
2,Afghanistan,2/26/20,1,0,0
3,Afghanistan,2/27/20,1,0,0
4,Afghanistan,2/28/20,1,0,0
5,Afghanistan,2/29/20,1,0,0
6,Afghanistan,3/1/20,1,0,0
7,Afghanistan,3/10/20,5,0,0
8,Afghanistan,3/11/20,7,0,0
9,Afghanistan,3/12/20,7,0,0
10,Afghanistan,3/13/20,7,0,0
11,Afghanistan,3/14/20,11,0,0
12,Afghanistan,3/15/20,16,0,0
13,Afghanistan,3/16/20,21,0,1
14,Afghanistan,3/17/20,22,0,1
15,Afghanistan,3/18/20,22,0,1
16,Afghanistan,3/19/20,22,0,1
17,Afghanistan,3/2/20,1,0,0
18,Afghanistan,3/20/20,24,0,1
19,Afghanistan,3/21/20,24,0,1
20,Afghanistan,3/22/20,40,1,1
21,Afghanistan,3/23/20,40,1,1
22,Afghanistan,3/24/20,74,1,1
23,Afghanistan,3/25/20,84,2,2
24,Afghanistan,3/26/20,94,4,2
25,Afghanistan,3/27/20,110,4,2
26,Afghanistan,3/28/20,110,4,2
27,Afghanistan,3/29/20,120,4,2
28,Afghanistan,3/3/20,1,0,0
29,Afghanistan,3/30/20,170,4,2
30,Afghanistan,3/31/20,174,4,5
31,Afghanistan,3/4/20,1,0,0
32,Afghanistan,3/5/20,1,0,0
33,Afghanistan,3/6/20,1,0,0
34,Afghanistan,3/7/20,1,0,0
35,Afghanistan,3/8/20,4,0,0
36,Afghanistan,3/9/20,4,0,0
37,Afghanistan,4/1/20,237,4,5
38,Afghanistan,4/10/20,521,15,32
39,Afghanistan,4/11/20,555,18,32
40,Afghanistan,4/12/20,607,18,32
41,Afghanistan,4/13/20,665,21,32
42,Afghanistan,4/14/20,714,23,40
43,Afghanistan,4/15/20,784,25,43
44,Afghanistan,4/16/20,840,30,54
45,Afghanistan,4/17/20,906,30,99
46,Afghanistan,4/18/20,933,30,112
47,Afghanistan,4/19/20,996,33,131
48,Afghanistan,4/2/20,273,6,10
49,Afghanistan,4/20/20,1026,36,135
50,Afghanistan,4/21/20,1092,36,150
51,Afghanistan,4/22/20,1176,40,166
52,Afghanistan,4/23/20,1279,42,179
53,Afghanistan,4/24/20,1351,43,188
54,Afghanistan,4/25/20,1463,47,188
55,Afghanistan,4/26/20,1531,50,207
56,Afghanistan,4/27/20,1703,57,220
57,Afghanistan,4/28/20,1828,58,228
58,Afghanistan,4/29/20,1939,60,252
59,Afghanistan,4/3/20,281,6,10
60,Afghanistan,4/30/20,2171,64,260
61,Afghanistan,4/4/20,299,7,10
62,Afghanistan,4/5/20,349,7,15
63,Afghanistan,4/6/20,367,11,18
64,Afghanistan,4/7/20,423,14,18
65,Afghanistan,4/8/20,444,14,29
66,Afghanistan,4/9/20,484,15,32
67,Afghanistan,5/1/20,2335,68,310
68,Afghanistan,5/2/20,2469,72,331
69,Afghanistan,5/3/20,2704,85,345
70,Afghanistan,5/4/20,2894,90,397
71,Afghanistan,5/5/20,3224,95,421
72,Afghanistan,5/6/20,3392,104,458
73,Afghanistan,5/7/20,3563,106,468
74,Albania,3/10/20,10,0,0
75,Albania,3/11/20,12,1,0
76,Albania,3/12/20,23,1,0
77,Albania,3/13/20,33,1,0
78,Albania,3/14/20,38,1,0
79,Albania,3/15/20,42,1,0
80,Albania,3/16/20,51,1,0
81,Albania,3/17/20,55,1,0
82,Albania,3/18/20,59,2,0
83,Albania,3/19/20,64,2,0
84,Albania,3/20/20,70,2,0
85,Albania,3/21/20,76,2,2
86,Albania,3/22/20,89,2,2
87,Albania,3/23/20,104,4,2
88,Albania,3/24/20,123,5,10
89,Albania,3/25/20,146,5,17
90,Albania,3/26/20,174,6,17
91,Albania,3/27/20,186,8,31
92,Albania,3/28/20,197,10,31
93,Albania,3/29/20,212,10,33
94,Albania,3/30/20,223,11,44
95,Albania,3/31/20,243,15,52
96,Albania,3/9/20,2,0,0
97,Albania,4/1/20,259,15,67
98,Albania,4/10/20,416,23,182
99,Albania,4/11/20,433,23,197
100,Albania,4/12/20,446,23,217
101,Albania,4/13/20,467,23,232
102,Albania,4/14/20,475,24,248
103,Albania,4/15/20,494,25,251
104,Albania,4/16/20,518,26,277
105,Albania,4/17/20,539,26,283
106,Albania,4/18/20,548,26,302
107,Albania,4/19/20,562,26,314
108,Albania,4/2/20,277,16,76
109,Albania,4/20/20,584,26,327
110,Albania,4/21/20,609,26,345
111,Albania,4/22/20,634,27,356
112,Albania,4/23/20,663,27,385
113,Albania,4/24/20,678,27,394
114,Albania,4/25/20,712,27,403
115,Albania,4/26/20,726,28,410
116,Albania,4/27/20,736,28,422
117,Albania,4/28/20,750,30,431
118,Albania,4/29/20,766,30,455
119,Albania,4/3/20,304,17,89
120,Albania,4/30/20,773,31,470
121,Albania,4/4/20,333,20,99
122,Albania,4/5/20,361,20,104
123,Albania,4/6/20,377,21,116
124,Albania,4/7/20,383,22,131
125,Albania,4/8/20,400,22,154
126,Albania,4/9/20,409,23,165
127,Albania,5/1/20,782,31,488
128,Albania,5/2/20,789,31,519
129,Albania,5/3/20,795,31,531
130,Albania,5/4/20,803,31,543
131,Albania,5/5/20,820,31,570
132,Albania,5/6/20,832,31,595
133,Albania,5/7/20,842,31,605
134,Algeria,2/25/20,1,0,0
135,Algeria,2/26/20,1,0,0
136,Algeria,2/27/20,1,0,0
137,Algeria,2/28/20,1,0,0
138,Algeria,2/29/20,1,0,0
139,Algeria,3/1/20,1,0,0
140,Algeria,3/10/20,20,0,0
141,Algeria,3/11/20,20,0,0
142,Algeria,3/12/20,24,1,8
143,Algeria,3/13/20,26,2,8
144,Algeria,3/14/20,37,3,12
145,Algeria,3/15/20,48,4,12
146,Algeria,3/16/20,54,4,12
147,Algeria,3/17/20,60,4,12
148,Algeria,3/18/20,74,7,12
149,Algeria,3/19/20,87,9,32
150,Algeria,3/2/20,3,0,0
151,Algeria,3/20/20,90,11,32
152,Algeria,3/21/20,139,15,32
153,Algeria,3/22/20,201,17,65
154,Algeria,3/23/20,230,17,65
155,Algeria,3/24/20,264,19,24
156,Algeria,3/25/20,302,21,65
157,Algeria,3/26/20,367,25,29
158,Algeria,3/27/20,409,26,29
159,Algeria,3/28/20,454,29,31
160,Algeria,3/29/20,511,31,31
161,Algeria,3/3/20,5,0,0
162,Algeria,3/30/20,584,35,37
163,Algeria,3/31/20,716,44,46
164,Algeria,3/4/20,12,0,0
165,Algeria,3/5/20,12,0,0
166,Algeria,3/6/20,17,0,0
167,Algeria,3/7/20,17,0,0
168,Algeria,3/8/20,19,0,0
169,Algeria,3/9/20,20,0,0
170,Algeria,4/1/20,847,58,61
171,Algeria,4/10/20,1761,256,405
172,Algeria,4/11/20,1825,275,460
173,Algeria,4/12/20,1914,293,591
174,Algeria,4/13/20,1983,313,601
175,Algeria,4/14/20,2070,326,691
176,Algeria,4/15/20,2160,336,708
177,Algeria,4/16/20,2268,348,783
178,Algeria,4/17/20,2418,364,846
179,Algeria,4/18/20,2534,367,894
180,Algeria,4/19/20,2629,375,1047
181,Algeria,4/2/20,986,86,61
182,Algeria,4/20/20,2718,384,1099
183,Algeria,4/21/20,2811,392,1152
184,Algeria,4/22/20,2910,402,1204
185,Algeria,4/23/20,3007,407,1355
186,Algeria,4/24/20,3127,415,1408
187,Algeria,4/25/20,3256,419,1479
188,Algeria,4/26/20,3382,425,1508
189,Algeria,4/27/20,3517,432,1558
190,Algeria,4/28/20,3649,437,1651
191,Algeria,4/29/20,3848,444,1702
192,Algeria,4/3/20,1171,105,62
193,Algeria,4/30/20,4006,450,1779
194,Algeria,4/4/20,1251,130,90
195,Algeria,4/5/20,1320,152,90
196,Algeria,4/6/20,1423,173,90
197,Algeria,4/7/20,1468,193,113
198,Algeria,4/8/20,1572,205,237
199,Algeria,4/9/20,1666,235,347
200,Algeria,5/1/20,4154,453,1821
201,Algeria,5/2/20,4295,459,1872
202,Algeria,5/3/20,4474,463,1936
203,Algeria,5/4/20,4648,465,1998
204,Algeria,5/5/20,4838,470,2067
205,Algeria,5/6/20,4997,476,2197
206,Algeria,5/7/20,5182,483,2323
207,Andorra,3/10/20,1,0,0
208,Andorra,3/11/20,1,0,0
209,Andorra,3/12/20,1,0,1
210,Andorra,3/13/20,1,0,0
211,Andorra,3/14/20,1,0,1
212,Andorra,3/15/20,1,0,1
213,Andorra,3/16/20,2,0,1
214,Andorra,3/17/20,39,0,1
215,Andorra,3/18/20,39,0,1
216,Andorra,3/19/20,53,0,1
217,Andorra,3/2/20,1,0,0
218,Andorra,3/20/20,75,0,1
219,Andorra,3/21/20,88,0,1
220,Andorra,3/22/20,113,1,1
221,Andorra,3/23/20,133,1,1
222,Andorra,3/24/20,164,1,1
223,Andorra,3/25/20,188,1,1
224,Andorra,3/26/20,224,3,1
225,Andorra,3/27/20,267,3,1
226,Andorra,3/28/20,308,3,1
227,Andorra,3/29/20,334,6,1
228,Andorra,3/3/20,1,0,0
229,Andorra,3/30/20,370,8,10
230,Andorra,3/31/20,376,12,10
231,Andorra,3/4/20,1,0,0
232,Andorra,3/5/20,1,0,0
233,Andorra,3/6/20,1,0,0
234,Andorra,3/7/20,1,0,0
235,Andorra,3/8/20,1,0,0
236,Andorra,3/9/20,1,0,0
237,Andorra,4/1/20,390,14,10
238,Andorra,4/10/20,601,26,71
239,Andorra,4/11/20,601,26,71
240,Andorra,4/12/20,638,29,128
241,Andorra,4/13/20,646,29,128
242,Andorra,4/14/20,659,31,128
243,Andorra,4/15/20,673,33,169
244,Andorra,4/16/20,673,33,169
245,Andorra,4/17/20,696,35,191
246,Andorra,4/18/20,704,35,205
247,Andorra,4/19/20,713,36,235
248,Andorra,4/2/20,428,15,10
249,Andorra,4/20/20,717,37,248
250,Andorra,4/21/20,717,37,282
251,Andorra,4/22/20,723,37,309
252,Andorra,4/23/20,723,37,333
253,Andorra,4/24/20,731,40,344
254,Andorra,4/25/20,738,40,344
255,Andorra,4/26/20,738,40,344
256,Andorra,4/27/20,743,40,385
257,Andorra,4/28/20,743,41,398
258,Andorra,4/29/20,743,42,423
259,Andorra,4/3/20,439,16,16
260,Andorra,4/30/20,745,42,468
261,Andorra,4/4/20,466,17,21
262,Andorra,4/5/20,501,18,26
263,Andorra,4/6/20,525,21,31
264,Andorra,4/7/20,545,22,39
265,Andorra,4/8/20,564,23,52
266,Andorra,4/9/20,583,25,58
267,Andorra,5/1/20,745,43,468
268,Andorra,5/2/20,747,44,472
269,Andorra,5/3/20,748,45,493
270,Andorra,5/4/20,750,45,499
271,Andorra,5/5/20,751,46,514
272,Andorra,5/6/20,751,46,521
273,Andorra,5/7/20,752,47,526
274,Angola,3/20/20,1,0,0
275,Angola,3/21/20,2,0,0
276,Angola,3/22/20,2,0,0
277,Angola,3/23/20,3,0,0
278,Angola,3/24/20,3,0,0
279,Angola,3/25/20,3,0,0
280,Angola,3/26/20,4,0,0
281,Angola,3/27/20,4,0,0
282,Angola,3/28/20,5,0,0
283,Angola,3/29/20,7,2,0
284,Angola,3/30/20,7,2,0
285,Angola,3/31/20,7,2,1
286,Angola,4/1/20,8,2,1
287,Angola,4/10/20,19,2,2
288,Angola,4/11/20,19,2,4
289,Angola,4/12/20,19,2,4
290,Angola,4/13/20,19,2,4
291,Angola,4/14/20,19,2,5
292,Angola,4/15/20,19,2,5
293,Angola,4/16/20,19,2,5
294,Angola,4/17/20,19,2,5
295,Angola,4/18/20,24,2,6
296,Angola,4/19/20,24,2,6
297,Angola,4/2/20,8,2,1
298,Angola,4/20/20,24,2,6
299,Angola,4/21/20,24,2,6
300,Angola,4/22/20,25,2,6
301,Angola,4/23/20,25,2,6
302,Angola,4/24/20,25,2,6
303,Angola,4/25/20,25,2,6
304,Angola,4/26/20,26,2,6
305,Angola,4/27/20,27,2,6
306,Angola,4/28/20,27,2,6
307,Angola,4/29/20,27,2,7
308,Angola,4/3/20,8,2,1
309,Angola,4/30/20,27,2,7
310,Angola,4/4/20,10,2,2
311,Angola,4/5/20,14,2,2
312,Angola,4/6/20,16,2,2
313,Angola,4/7/20,17,2,2
314,Angola,4/8/20,19,2,2
315,Angola,4/9/20,19,2,2
316,Angola,5/1/20,30,2,11
317,Angola,5/2/20,35,2,11
318,Angola,5/3/20,35,2,11
319,Angola,5/4/20,35,2,11
320,Angola,5/5/20,36,2,11
321,Angola,5/6/20,36,2,11
322,Angola,5/7/20,36,2,11
323,Antigua and Barbuda,3/13/20,1,0,0
324,Antigua and Barbuda,3/14/20,1,0,0
325,Antigua and Barbuda,3/15/20,1,0,0
326,Antigua and Barbuda,3/16/20,1,0,0
327,Antigua and Barbuda,3/17/20,1,0,0
328,Antigua and Barbuda,3/18/20,1,0,0
329,Antigua and Barbuda,3/19/20,1,0,0
330,Antigua and Barbuda,3/20/20,1,0,0
331,Antigua and Barbuda,3/21/20,1,0,0
332,Antigua and Barbuda,3/22/20,1,0,0
333,Antigua and Barbuda,3/23/20,3,0,0
334,Antigua and Barbuda,3/24/20,3,0,0
335,Antigua and Barbuda,3/25/20,3,0,0
336,Antigua and Barbuda,3/26/20,7,0,0
337,Antigua and Barbuda,3/27/20,7,0,0
338,Antigua and Barbuda,3/28/20,7,0,0
339,Antigua and Barbuda,3/29/20,7,0,0
340,Antigua and Barbuda,3/30/20,7,0,0
341,Antigua and Barbuda,3/31/20,7,0,0
342,Antigua and Barbuda,4/1/20,7,0,0
343,Antigua and Barbuda,4/10/20,19,2,0
344,Antigua and Barbuda,4/11/20,21,2,0
345,Antigua and Barbuda,4/12/20,21,2,0
346,Antigua and Barbuda,4/13/20,23,2,0
347,Antigua and Barbuda,4/14/20,23,2,3
348,Antigua and Barbuda,4/15/20,23,2,3
349,Antigua and Barbuda,4/16/20,23,3,3
350,Antigua and Barbuda,4/17/20,23,3,3
351,Antigua and Barbuda,4/18/20,23,3,3
352,Antigua and Barbuda,4/19/20,23,3,3
353,Antigua and Barbuda,4/2/20,9,0,0
354,Antigua and Barbuda,4/20/20,23,3,3
355,Antigua and Barbuda,4/21/20,23,3,7
356,Antigua and Barbuda,4/22/20,24,3,10
357,Antigua and Barbuda,4/23/20,24,3,10
358,Antigua and Barbuda,4/24/20,24,3,11
359,Antigua and Barbuda,4/25/20,24,3,11
360,Antigua and Barbuda,4/26/20,24,3,11
361,Antigua and Barbuda,4/27/20,24,3,11
362,Antigua and Barbuda,4/28/20,24,3,11
363,Antigua and Barbuda,4/29/20,24,3,11
364,Antigua and Barbuda,4/3/20,15,0,0
365,Antigua and Barbuda,4/30/20,24,3,11
366,Antigua and Barbuda,4/4/20,15,0,0
367,Antigua and Barbuda,4/5/20,15,0,0
368,Antigua and Barbuda,4/6/20,15,0,0
369,Antigua and Barbuda,4/7/20,19,1,0
370,Antigua and Barbuda,4/8/20,19,2,0
371,Antigua and Barbuda,4/9/20,19,2,0
372,Antigua and Barbuda,5/1/20,25,3,15
373,Antigua and Barbuda,5/2/20,25,3,15
374,Antigua and Barbuda,5/3/20,25,3,15
375,Antigua and Barbuda,5/4/20,25,3,15
376,Antigua and Barbuda,5/5/20,25,3,16
377,Antigua and Barbuda,5/6/20,25,3,16
378,Antigua and Barbuda,5/7/20,25,3,16
379,Argentina,3/10/20,17,1,0
380,Argentina,3/11/20,19,1,0
381,Argentina,3/12/20,19,1,0
382,Argentina,3/13/20,31,2,0
383,Argentina,3/14/20,34,2,1
384,Argentina,3/15/20,45,2,1
385,Argentina,3/16/20,56,2,1
386,Argentina,3/17/20,68,2,3
387,Argentina,3/18/20,79,2,3
388,Argentina,3/19/20,97,3,3
389,Argentina,3/20/20,128,3,3
390,Argentina,3/21/20,158,4,3
391,Argentina,3/22/20,266,4,3
392,Argentina,3/23/20,301,4,3
393,Argentina,3/24/20,387,6,52
394,Argentina,3/25/20,387,8,52
395,Argentina,3/26/20,502,9,63
396,Argentina,3/27/20,589,13,72
397,Argentina,3/28/20,690,18,72
398,Argentina,3/29/20,745,19,72
399,Argentina,3/3/20,1,0,0
400,Argentina,3/30/20,820,23,228
401,Argentina,3/31/20,1054,27,240
402,Argentina,3/4/20,1,0,0
403,Argentina,3/5/20,1,0,0
404,Argentina,3/6/20,2,0,0
405,Argentina,3/7/20,8,0,0
406,Argentina,3/8/20,12,1,0
407,Argentina,3/9/20,12,1,0
408,Argentina,4/1/20,1054,28,248
409,Argentina,4/10/20,1975,82,375
410,Argentina,4/11/20,1975,83,440
411,Argentina,4/12/20,2142,90,468
412,Argentina,4/13/20,2208,97,515
413,Argentina,4/14/20,2277,102,559
414,Argentina,4/15/20,2443,111,596
415,Argentina,4/16/20,2571,115,631
416,Argentina,4/17/20,2669,123,666
417,Argentina,4/18/20,2758,129,685
418,Argentina,4/19/20,2839,132,709
419,Argentina,4/2/20,1133,36,256
420,Argentina,4/20/20,2941,136,737
421,Argentina,4/21/20,3031,147,840
422,Argentina,4/22/20,3144,152,872
423,Argentina,4/23/20,3435,165,919
424,Argentina,4/24/20,3607,176,976
425,Argentina,4/25/20,3780,185,1030
426,Argentina,4/26/20,3892,192,1107
427,Argentina,4/27/20,4003,197,1140
428,Argentina,4/28/20,4127,207,1162
429,Argentina,4/29/20,4285,214,1192
430,Argentina,4/3/20,1265,39,266
431,Argentina,4/30/20,4428,218,1256
432,Argentina,4/4/20,1451,43,279
433,Argentina,4/5/20,1451,44,280
434,Argentina,4/6/20,1554,48,325
435,Argentina,4/7/20,1628,56,338
436,Argentina,4/8/20,1715,63,358
437,Argentina,4/9/20,1795,72,365
438,Argentina,5/1/20,4532,225,1292
439,Argentina,5/2/20,4681,237,1320
440,Argentina,5/3/20,4783,246,1354
441,Argentina,5/4/20,4887,260,1442
442,Argentina,5/5/20,5020,264,1472
443,Argentina,5/6/20,5208,273,1524
444,Argentina,5/7/20,5371,282,1601
445,Armenia,3/1/20,1,0,0
446,Armenia,3/10/20,1,0,0
447,Armenia,3/11/20,1,0,0
448,Armenia,3/12/20,4,0,0
449,Armenia,3/13/20,8,0,0
450,Armenia,3/14/20,18,0,0
451,Armenia,3/15/20,26,0,0
452,Armenia,3/16/20,52,0,0
453,Armenia,3/17/20,78,0,1
454,Armenia,3/18/20,84,0,1
455,Armenia,3/19/20,115,0,1
456,Armenia,3/2/20,1,0,0
457,Armenia,3/20/20,136,0,1
458,Armenia,3/21/20,160,0,1
459,Armenia,3/22/20,194,0,2
460,Armenia,3/23/20,235,0,2
461,Armenia,3/24/20,249,0,14
462,Armenia,3/25/20,265,0,16
463,Armenia,3/26/20,290,1,18
464,Armenia,3/27/20,329,1,28
465,Armenia,3/28/20,407,1,30
466,Armenia,3/29/20,424,3,30
467,Armenia,3/3/20,1,0,0
468,Armenia,3/30/20,482,3,30
469,Armenia,3/31/20,532,3,30
470,Armenia,3/4/20,1,0,0
471,Armenia,3/5/20,1,0,0
472,Armenia,3/6/20,1,0,0
473,Armenia,3/7/20,1,0,0
474,Armenia,3/8/20,1,0,0
475,Armenia,3/9/20,1,0,0
476,Armenia,4/1/20,571,4,31
477,Armenia,4/10/20,937,12,149
478,Armenia,4/11/20,967,13,173
479,Armenia,4/12/20,1013,13,197
480,Armenia,4/13/20,1039,14,211
481,Armenia,4/14/20,1067,16,265
482,Armenia,4/15/20,1111,17,297
483,Armenia,4/16/20,1159,18,358
484,Armenia,4/17/20,1201,19,402
485,Armenia,4/18/20,1248,20,523
486,Armenia,4/19/20,1291,20,545
487,Armenia,4/2/20,663,7,33
488,Armenia,4/20/20,1339,22,580
489,Armenia,4/21/20,1401,24,609
490,Armenia,4/22/20,1473,24,633
491,Armenia,4/23/20,1523,24,659
492,Armenia,4/24/20,1596,27,728
493,Armenia,4/25/20,1677,28,803
494,Armenia,4/26/20,1746,28,833
495,Armenia,4/27/20,1808,29,848
496,Armenia,4/28/20,1867,30,866
497,Armenia,4/29/20,1932,30,900
498,Armenia,4/3/20,736,7,43
499,Armenia,4/30/20,2066,32,929
500,Armenia,4/4/20,770,7,43
501,Armenia,4/5/20,822,7,57
502,Armenia,4/6/20,833,8,62
503,Armenia,4/7/20,853,8,87
504,Armenia,4/8/20,881,9,114
505,Armenia,4/9/20,921,10,138
506,Armenia,5/1/20,2148,33,977
507,Armenia,5/2/20,2273,33,1010
508,Armenia,5/3/20,2386,35,1035
509,Armenia,5/4/20,2507,39,1071
510,Armenia,5/5/20,2619,40,1111
511,Armenia,5/6/20,2782,40,1135
512,Armenia,5/7/20,2884,42,1185
513,Australia,1/26/20,4,0,0
514,Australia,1/27/20,5,0,0
515,Australia,1/28/20,5,0,0
516,Australia,1/29/20,6,0,0
517,Australia,1/30/20,9,0,2
518,Australia,1/31/20,9,0,2
519,Australia,2/1/20,12,0,2
520,Australia,2/10/20,15,0,2
521,Australia,2/11/20,15,0,2
522,Australia,2/12/20,15,0,2
523,Australia,2/13/20,15,0,8
524,Australia,2/14/20,15,0,8
525,Australia,2/15/20,15,0,8
526,Australia,2/16/20,15,0,8
527,Australia,2/17/20,15,0,10
528,Australia,2/18/20,15,0,10
529,Australia,2/19/20,15,0,10
530,Australia,2/2/20,12,0,2
531,Australia,2/20/20,15,0,10
532,Australia,2/21/20,15,0,11
533,Australia,2/22/20,15,0,11
534,Australia,2/23/20,15,0,11
535,Australia,2/24/20,15,0,11
536,Australia,2/25/20,15,0,11
537,Australia,2/26/20,15,0,11
538,Australia,2/27/20,15,0,11
539,Australia,2/28/20,15,0,11
540,Australia,2/29/20,25,0,11
541,Australia,2/3/20,12,0,2
542,Australia,2/4/20,13,0,2
543,Australia,2/5/20,13,0,2
544,Australia,2/6/20,14,0,2
545,Australia,2/7/20,15,0,2
546,Australia,2/8/20,15,0,2
547,Australia,2/9/20,15,0,2
548,Australia,3/1/20,27,1,11
549,Australia,3/10/20,107,3,21
550,Australia,3/11/20,128,3,21
551,Australia,3/12/20,128,3,21
552,Australia,3/13/20,200,3,23
553,Australia,3/14/20,250,3,23
554,Australia,3/15/20,297,3,23
555,Australia,3/16/20,377,3,23
556,Australia,3/17/20,452,5,23
557,Australia,3/18/20,568,6,23
558,Australia,3/19/20,681,6,26
559,Australia,3/2/20,30,1,11
560,Australia,3/20/20,791,7,26
561,Australia,3/21/20,1071,7,26
562,Australia,3/22/20,1549,7,88
563,Australia,3/23/20,1682,7,88
564,Australia,3/24/20,2044,8,115
565,Australia,3/25/20,2364,8,119
566,Australia,3/26/20,2810,13,172
567,Australia,3/27/20,3143,13,194
568,Australia,3/28/20,3640,14,244
569,Australia,3/29/20,3984,16,244
570,Australia,3/3/20,39,1,11
571,Australia,3/30/20,4361,17,257
572,Australia,3/31/20,4559,18,358
573,Australia,3/4/20,52,2,11
574,Australia,3/5/20,55,2,21
575,Australia,3/6/20,60,2,21
576,Australia,3/7/20,63,2,21
577,Australia,3/8/20,76,3,21
578,Australia,3/9/20,91,3,21
579,Australia,4/1/20,4862,20,422
580,Australia,4/10/20,6215,54,1793
581,Australia,4/11/20,6303,57,1806
582,Australia,4/12/20,6315,60,1806
583,Australia,4/13/20,6351,61,1806
584,Australia,4/14/20,6415,62,2186
585,Australia,4/15/20,6440,63,2186
586,Australia,4/16/20,6462,63,2355
587,Australia,4/17/20,6522,66,3808
588,Australia,4/18/20,6568,67,4124
589,Australia,4/19/20,6610,67,4124
590,Australia,4/2/20,5116,24,520
591,Australia,4/20/20,6623,67,4291
592,Australia,4/21/20,6645,67,4695
593,Australia,4/22/20,6652,67,4932
594,Australia,4/23/20,6662,75,5047
595,Australia,4/24/20,6677,79,5136
596,Australia,4/25/20,6694,80,5376
597,Australia,4/26/20,6714,83,5541
598,Australia,4/27/20,6721,83,5588
599,Australia,4/28/20,6744,89,5665
600,Australia,4/29/20,6752,91,5715
601,Australia,4/3/20,5330,28,649
602,Australia,4/30/20,6766,93,5742
603,Australia,4/4/20,5550,30,701
604,Australia,4/5/20,5687,35,757
605,Australia,4/6/20,5797,40,1080
606,Australia,4/7/20,5895,45,1080
607,Australia,4/8/20,6010,50,1080
608,Australia,4/9/20,6108,51,1472
609,Australia,5/1/20,6778,93,5775
610,Australia,5/2/20,6799,94,5814
611,Australia,5/3/20,6822,95,5849
612,Australia,5/4/20,6847,96,5887
613,Australia,5/5/20,6875,97,5975
614,Australia,5/6/20,6894,97,6031
615,Australia,5/7/20,6913,97,6078
616,Austria,2/25/20,2,0,0
617,Austria,2/26/20,2,0,0
618,Austria,2/27/20,3,0,0
619,Austria,2/28/20,3,0,0
620,Austria,2/29/20,9,0,0
621,Austria,3/1/20,14,0,0
622,Austria,3/10/20,182,0,4
623,Austria,3/11/20,246,0,4
624,Austria,3/12/20,302,1,4
625,Austria,3/13/20,504,1,6
626,Austria,3/14/20,655,1,6
627,Austria,3/15/20,860,1,6
628,Austria,3/16/20,1018,3,6
629,Austria,3/17/20,1332,3,1
630,Austria,3/18/20,1646,4,9
631,Austria,3/19/20,2013,6,9
632,Austria,3/2/20,18,0,0
633,Austria,3/20/20,2388,6,9
634,Austria,3/21/20,2814,8,9
635,Austria,3/22/20,3582,16,9
636,Austria,3/23/20,4474,21,9
637,Austria,3/24/20,5283,28,9
638,Austria,3/25/20,5588,30,9
639,Austria,3/26/20,6909,49,112
640,Austria,3/27/20,7657,58,225
641,Austria,3/28/20,8271,68,225
642,Austria,3/29/20,8788,86,479
643,Austria,3/3/20,21,0,0
644,Austria,3/30/20,9618,108,636
645,Austria,3/31/20,10180,128,1095
646,Austria,3/4/20,29,0,0
647,Austria,3/5/20,41,0,0
648,Austria,3/6/20,55,0,0
649,Austria,3/7/20,79,0,0
650,Austria,3/8/20,104,0,0
651,Austria,3/9/20,131,0,2
652,Austria,4/1/20,10711,146,1436
653,Austria,4/10/20,13555,319,6064
654,Austria,4/11/20,13806,337,6604
655,Austria,4/12/20,13945,350,6987
656,Austria,4/13/20,14041,368,7343
657,Austria,4/14/20,14226,384,7633
658,Austria,4/15/20,14336,393,8098
659,Austria,4/16/20,14476,410,8986
660,Austria,4/17/20,14595,431,9704
661,Austria,4/18/20,14671,443,10214
662,Austria,4/19/20,14749,452,10501
663,Austria,4/2/20,11129,158,1749
664,Austria,4/20/20,14795,470,10631
665,Austria,4/21/20,14873,491,10971
666,Austria,4/22/20,14925,510,11328
667,Austria,4/23/20,15002,522,11694
668,Austria,4/24/20,15071,530,11872
669,Austria,4/25/20,15148,536,12103
670,Austria,4/26/20,15225,542,12282
671,Austria,4/27/20,15274,549,12362
672,Austria,4/28/20,15357,569,12580
673,Austria,4/29/20,15402,580,12779
674,Austria,4/3/20,11524,168,2022
675,Austria,4/30/20,15452,584,12907
676,Austria,4/4/20,11781,186,2507
677,Austria,4/5/20,12051,204,2998
678,Austria,4/6/20,12297,220,3463
679,Austria,4/7/20,12639,243,4046
680,Austria,4/8/20,12942,273,4512
681,Austria,4/9/20,13244,295,5240
682,Austria,5/1/20,15531,589,13110
683,Austria,5/2/20,15558,596,13180
684,Austria,5/3/20,15597,598,13228
685,Austria,5/4/20,15621,600,13316
686,Austria,5/5/20,15650,606,13462
687,Austria,5/6/20,15684,608,13639
688,Austria,5/7/20,15752,609,13698
689,Azerbaijan,3/1/20,3,0,0
690,Azerbaijan,3/10/20,11,0,0
691,Azerbaijan,3/11/20,11,0,3
692,Azerbaijan,3/12/20,11,0,3
693,Azerbaijan,3/13/20,15,1,3
694,Azerbaijan,3/14/20,15,1,3
695,Azerbaijan,3/15/20,23,1,6
696,Azerbaijan,3/16/20,28,1,6
697,Azerbaijan,3/17/20,28,1,6
698,Azerbaijan,3/18/20,28,1,6
699,Azerbaijan,3/19/20,44,1,6
700,Azerbaijan,3/2/20,3,0,0
701,Azerbaijan,3/20/20,44,1,6
702,Azerbaijan,3/21/20,53,1,11
703,Azerbaijan,3/22/20,65,1,10
704,Azerbaijan,3/23/20,72,1,10
