,Country/Region,Date,Confirmed,Deaths,Recovered
1775,Burma,5/5/20,161,6,49
1776,Burma,5/6/20,161,6,50
1777,Burma,5/7/20,176,6,62
1778,Burundi,3/31/20,2,0,0
1779,Burundi,4/1/20,2,0,0
1780,Burundi,4/10/20,3,0,0
1781,Burundi,4/11/20,5,0,0
1782,Burundi,4/12/20,5,0,0
1783,Burundi,4/13/20,5,1,0
1784,Burundi,4/14/20,5,1,0
1785,Burundi,4/15/20,5,1,0
1786,Burundi,4/16/20,5,1,0
1787,Burundi,4/17/20,5,1,0
1788,Burundi,4/18/20,5,1,0
1789,Burundi,4/19/20,5,1,0
1790,Burundi,4/2/20,3,0,0
1791,Burundi,4/20/20,5,1,4
1792,Burundi,4/21/20,5,1,4
1793,Burundi,4/22/20,11,1,4
1794,Burundi,4/23/20,11,1,4
1795,Burundi,4/24/20,11,1,4
1796,Burundi,4/25/20,11,1,4
1797,Burundi,4/26/20,11,1,4
1798,Burundi,4/27/20,11,1,4
1799,Burundi,4/28/20,11,1,4
1800,Burundi,4/29/20,11,1,4
1801,Burundi,4/3/20,3,0,0
1802,Burundi,4/30/20,11,1,4
1803,Burundi,4/4/20,3,0,0
1804,Burundi,4/5/20,3,0,0
1805,Burundi,4/6/20,3,0,0
1806,Burundi,4/7/20,3,0,0
1807,Burundi,4/8/20,3,0,0
1808,Burundi,4/9/20,3,0,0
1809,Burundi,5/1/20,11,1,4
1810,Burundi,5/2/20,15,1,7
1811,Burundi,5/3/20,15,1,7
1812,Burundi,5/4/20,15,1,7
1813,Burundi,5/5/20,15,1,7
1814,Burundi,5/6/20,15,1,7
1815,Burundi,5/7/20,15,1,7
1865,Cambodia,1/27/20,1,0,0
1866,Cambodia,1/28/20,1,0,0
1867,Cambodia,1/29/20,1,0,0
1868,Cambodia,1/30/20,1,0,0
1869,Cambodia,1/31/20,1,0,0
1870,Cambodia,2/1/20,1,0,0
1871,Cambodia,2/10/20,1,0,0
1872,Cambodia,2/11/20,1,0,0
1873,Cambodia,2/12/20,1,0,1
1874,Cambodia,2/13/20,1,0,1
1875,Cambodia,2/14/20,1,0,1
1876,Cambodia,2/15/20,1,0,1
1877,Cambodia,2/16/20,1,0,1
1878,Cambodia,2/17/20,1,0,1
1879,Cambodia,2/18/20,1,0,1
1880,Cambodia,2/19/20,1,0,1
1881,Cambodia,2/2/20,1,0,0
1882,Cambodia,2/20/20,1,0,1
1883,Cambodia,2/21/20,1,0,1
1884,Cambodia,2/22/20,1,0,1
1885,Cambodia,2/23/20,1,0,1
1886,Cambodia,2/24/20,1,0,1
1887,Cambodia,2/25/20,1,0,1
1888,Cambodia,2/26/20,1,0,1
1889,Cambodia,2/27/20,1,0,1
1890,Cambodia,2/28/20,1,0,1
1891,Cambodia,2/29/20,1,0,1
1892,Cambodia,2/3/20,1,0,0
1893,Cambodia,2/4/20,1,0,0
1894,Cambodia,2/5/20,1,0,0
1895,Cambodia,2/6/20,1,0,0
1896,Cambodia,2/7/20,1,0,0
1897,Cambodia,2/8/20,1,0,0
1898,Cambodia,2/9/20,1,0,0
1899,Cambodia,3/1/20,1,0,1
1900,Cambodia,3/10/20,2,0,1
1901,Cambodia,3/11/20,3,0,1
1902,Cambodia,3/12/20,3,0,1
1903,Cambodia,3/13/20,5,0,1
1904,Cambodia,3/14/20,7,0,1
1905,Cambodia,3/15/20,7,0,1
1906,Cambodia,3/16/20,7,0,1
1907,Cambodia,3/17/20,33,0,1
1908,Cambodia,3/18/20,35,0,1
1909,Cambodia,3/19/20,37,0,1
1910,Cambodia,3/2/20,1,0,1
1911,Cambodia,3/20/20,51,0,1
1912,Cambodia,3/21/20,53,0,1
1913,Cambodia,3/22/20,84,0,1
1914,Cambodia,3/23/20,87,0,1
1915,Cambodia,3/24/20,91,0,4
1916,Cambodia,3/25/20,96,0,10
1917,Cambodia,3/26/20,96,0,10
1918,Cambodia,3/27/20,99,0,11
1919,Cambodia,3/28/20,99,0,13
1920,Cambodia,3/29/20,103,0,21
1921,Cambodia,3/3/20,1,0,1
1922,Cambodia,3/30/20,107,0,21
1923,Cambodia,3/31/20,109,0,23
1924,Cambodia,3/4/20,1,0,1
1925,Cambodia,3/5/20,1,0,1
1926,Cambodia,3/6/20,1,0,1
1927,Cambodia,3/7/20,1,0,1
1928,Cambodia,3/8/20,2,0,1
1929,Cambodia,3/9/20,2,0,1
1930,Cambodia,4/1/20,109,0,25
1931,Cambodia,4/10/20,119,0,72
1932,Cambodia,4/11/20,120,0,75
1933,Cambodia,4/12/20,122,0,77
1934,Cambodia,4/13/20,122,0,77
1935,Cambodia,4/14/20,122,0,91
1936,Cambodia,4/15/20,122,0,96
1937,Cambodia,4/16/20,122,0,98
1938,Cambodia,4/17/20,122,0,98
1939,Cambodia,4/18/20,122,0,103
1940,Cambodia,4/19/20,122,0,105
1941,Cambodia,4/2/20,110,0,34
1942,Cambodia,4/20/20,122,0,107
1943,Cambodia,4/21/20,122,0,110
1944,Cambodia,4/22/20,122,0,110
1945,Cambodia,4/23/20,122,0,110
1946,Cambodia,4/24/20,122,0,117
1947,Cambodia,4/25/20,122,0,117
1948,Cambodia,4/26/20,122,0,117
1949,Cambodia,4/27/20,122,0,119
1950,Cambodia,4/28/20,122,0,119
1951,Cambodia,4/29/20,122,0,119
1952,Cambodia,4/3/20,114,0,35
1953,Cambodia,4/30/20,122,0,119
1954,Cambodia,4/4/20,114,0,50
1955,Cambodia,4/5/20,114,0,50
1956,Cambodia,4/6/20,114,0,53
1957,Cambodia,4/7/20,115,0,58
1958,Cambodia,4/8/20,117,0,63
1959,Cambodia,4/9/20,119,0,62
1960,Cambodia,5/1/20,122,0,120
1961,Cambodia,5/2/20,122,0,120
1962,Cambodia,5/3/20,122,0,120
1963,Cambodia,5/4/20,122,0,120
1964,Cambodia,5/5/20,122,0,120
1965,Cambodia,5/6/20,122,0,120
1966,Cambodia,5/7/20,122,0,120
1967,Cameroon,3/10/20,2,0,0
1968,Cameroon,3/11/20,2,0,0
1969,Cameroon,3/12/20,2,0,0
1970,Cameroon,3/13/20,2,0,0
1971,Cameroon,3/14/20,2,0,0
1972,Cameroon,3/15/20,2,0,0
1973,Cameroon,3/16/20,4,0,0
1974,Cameroon,3/17/20,10,0,0
1975,Cameroon,3/18/20,10,0,0
1976,Cameroon,3/19/20,13,0,0
1977,Cameroon,3/20/20,20,0,0
1978,Cameroon,3/21/20,27,0,0
1979,Cameroon,3/22/20,40,0,0
1980,Cameroon,3/23/20,56,0,0
1981,Cameroon,3/24/20,66,0,0
1982,Cameroon,3/25/20,75,1,2
1983,Cameroon,3/26/20,75,1,2
1984,Cameroon,3/27/20,91,2,2
1985,Cameroon,3/28/20,91,2,2
1986,Cameroon,3/29/20,139,6,5
1987,Cameroon,3/30/20,139,6,5
1988,Cameroon,3/31/20,193,6,5
1989,Cameroon,3/6/20,1,0,0
1990,Cameroon,3/7/20,1,0,0
1991,Cameroon,3/8/20,2,0,0
1992,Cameroon,3/9/20,2,0,0
1993,Cameroon,4/1/20,233,6,10
1994,Cameroon,4/10/20,820,12,98
1995,Cameroon,4/11/20,820,12,98
1996,Cameroon,4/12/20,820,12,98
1997,Cameroon,4/13/20,820,12,98
1998,Cameroon,4/14/20,848,14,130
1999,Cameroon,4/15/20,848,17,165
2000,Cameroon,4/16/20,996,22,164
2001,Cameroon,4/17/20,996,22,164
2002,Cameroon,4/18/20,1017,22,177
2003,Cameroon,4/19/20,1017,42,305
2004,Cameroon,4/2/20,306,7,10
2005,Cameroon,4/20/20,1163,42,305
2006,Cameroon,4/21/20,1163,43,329
2007,Cameroon,4/22/20,1163,43,397
2008,Cameroon,4/23/20,1334,43,668
2009,Cameroon,4/24/20,1430,43,668
2010,Cameroon,4/25/20,1518,53,697
2011,Cameroon,4/26/20,1621,56,786
2012,Cameroon,4/27/20,1705,58,805
2013,Cameroon,4/28/20,1705,58,915
2014,Cameroon,4/29/20,1832,61,934
2015,Cameroon,4/3/20,509,8,17
2016,Cameroon,4/30/20,1832,61,934
2017,Cameroon,4/4/20,555,9,17
2018,Cameroon,4/5/20,650,9,17
2019,Cameroon,4/6/20,658,9,17
2020,Cameroon,4/7/20,658,9,43
2021,Cameroon,4/8/20,730,10,60
2022,Cameroon,4/9/20,730,10,60
2023,Cameroon,5/1/20,1832,61,934
2024,Cameroon,5/2/20,2077,64,953
2025,Cameroon,5/3/20,2077,64,953
2026,Cameroon,5/4/20,2104,64,953
2027,Cameroon,5/5/20,2104,64,953
2028,Cameroon,5/6/20,2265,108,1000
2029,Cameroon,5/7/20,2267,108,1002
2030,Canada,1/26/20,1,0,0
2031,Canada,1/27/20,1,0,0
2032,Canada,1/28/20,2,0,0
2033,Canada,1/29/20,2,0,0
2034,Canada,1/30/20,2,0,0
2035,Canada,1/31/20,4,0,0
2036,Canada,2/1/20,4,0,0
2037,Canada,2/10/20,7,0,0
2038,Canada,2/11/20,7,0,0
2039,Canada,2/12/20,7,0,0
2040,Canada,2/13/20,7,0,0
2041,Canada,2/14/20,7,0,0
2042,Canada,2/15/20,7,0,0
2043,Canada,2/16/20,7,0,0
2044,Canada,2/17/20,8,0,0
2045,Canada,2/18/20,8,0,0
2046,Canada,2/19/20,8,0,0
2047,Canada,2/2/20,4,0,0
2048,Canada,2/20/20,8,0,0
2049,Canada,2/21/20,9,0,0
2050,Canada,2/22/20,9,0,0
2051,Canada,2/23/20,9,0,0
2052,Canada,2/24/20,10,0,0
2053,Canada,2/25/20,11,0,0
2054,Canada,2/26/20,11,0,0
2055,Canada,2/27/20,13,0,0
2056,Canada,2/28/20,14,0,0
2057,Canada,2/29/20,20,0,0
2058,Canada,2/3/20,4,0,0
2059,Canada,2/4/20,4,0,0
2060,Canada,2/5/20,5,0,0
2061,Canada,2/6/20,5,0,0
2062,Canada,2/7/20,7,0,0
2063,Canada,2/8/20,7,0,0
2064,Canada,2/9/20,7,0,0
2065,Canada,3/1/20,24,0,0
2066,Canada,3/10/20,79,1,0
2067,Canada,3/11/20,108,1,0
2068,Canada,3/12/20,117,1,0
2069,Canada,3/13/20,193,1,0
2070,Canada,3/14/20,198,1,0
2071,Canada,3/15/20,252,1,0
2072,Canada,3/16/20,415,4,0
2073,Canada,3/17/20,478,5,0
2074,Canada,3/18/20,657,8,0
2075,Canada,3/19/20,800,9,0
2076,Canada,3/2/20,27,0,0
2077,Canada,3/20/20,943,12,0
2078,Canada,3/21/20,1277,19,0
2079,Canada,3/22/20,1469,21,0
2080,Canada,3/23/20,2088,25,0
2081,Canada,3/24/20,2790,26,0
2082,Canada,3/25/20,3251,30,0
2083,Canada,3/26/20,4042,38,0
2084,Canada,3/27/20,4682,54,0
2085,Canada,3/28/20,5576,61,0
2086,Canada,3/29/20,6280,64,0
2087,Canada,3/3/20,30,0,0
2088,Canada,3/30/20,7398,80,0
2089,Canada,3/31/20,8527,101,0
2090,Canada,3/4/20,33,0,0
2091,Canada,3/5/20,37,0,0
2092,Canada,3/6/20,49,0,0
2093,Canada,3/7/20,54,0,0
2094,Canada,3/8/20,64,0,0
2095,Canada,3/9/20,77,1,0
2096,Canada,4/1/20,9560,109,0
2097,Canada,4/10/20,22059,557,0
2098,Canada,4/11/20,23316,654,0
2099,Canada,4/12/20,24299,714,0
2100,Canada,4/13/20,25680,781,0
2101,Canada,4/14/20,27035,901,0
2102,Canada,4/15/20,28209,1008,0
2103,Canada,4/16/20,30809,1259,0
2104,Canada,4/17/20,32814,1356,0
2105,Canada,4/18/20,34356,1401,0
2106,Canada,4/19/20,35633,1565,0
2107,Canada,4/2/20,11284,139,0
2108,Canada,4/20/20,37658,1727,0
2109,Canada,4/21/20,39402,1910,0
2110,Canada,4/22/20,41663,2078,0
2111,Canada,4/23/20,43299,2241,0
2112,Canada,4/24/20,44919,2402,0
2113,Canada,4/25/20,46371,2571,0
2114,Canada,4/26/20,48033,2687,0
2115,Canada,4/27/20,49616,2841,0
2116,Canada,4/28/20,51150,2983,0
2117,Canada,4/29/20,52865,3155,0
2118,Canada,4/3/20,12437,179,0
2119,Canada,4/30/20,54457,3310,0
2120,Canada,4/4/20,12978,218,0
2121,Canada,4/5/20,15756,259,0
2122,Canada,4/6/20,16563,339,0
2123,Canada,4/7/20,17872,375,0
2124,Canada,4/8/20,19141,407,0
2125,Canada,4/9/20,20654,503,0
2126,Canada,5/1/20,56343,3537,0
2127,Canada,5/2/20,57926,3684,0
2128,Canada,5/3/20,60504,3795,0
2129,Canada,5/4/20,61957,4003,0
2130,Canada,5/5/20,63215,4190,0
2131,Canada,5/6/20,64694,4366,0
2132,Canada,5/7/20,66201,4541,0
2187,Chad,3/19/20,1,0,0
2188,Chad,3/20/20,1,0,0
2189,Chad,3/21/20,1,0,0
2190,Chad,3/22/20,1,0,0
2191,Chad,3/23/20,1,0,0
2192,Chad,3/24/20,3,0,0
2193,Chad,3/25/20,3,0,0
2194,Chad,3/26/20,3,0,0
2195,Chad,3/27/20,3,0,0
2196,Chad,3/28/20,3,0,0
2197,Chad,3/29/20,3,0,0
2198,Chad,3/30/20,5,0,0
2199,Chad,3/31/20,7,0,0
2200,Chad,4/1/20,7,0,0
2201,Chad,4/10/20,11,0,2
2202,Chad,4/11/20,11,0,2
2203,Chad,4/12/20,18,0,2
2204,Chad,4/13/20,23,0,2
2205,Chad,4/14/20,23,0,2
2206,Chad,4/15/20,23,0,2
2207,Chad,4/16/20,27,0,5
2208,Chad,4/17/20,27,0,5
2209,Chad,4/18/20,33,0,8
2210,Chad,4/19/20,33,0,8
2211,Chad,4/2/20,8,0,0
2212,Chad,4/20/20,33,0,8
2213,Chad,4/21/20,33,0,8
2214,Chad,4/22/20,33,0,8
2215,Chad,4/23/20,33,0,8
2216,Chad,4/24/20,40,0,8
2217,Chad,4/25/20,46,0,15
2218,Chad,4/26/20,46,0,15
2219,Chad,4/27/20,46,0,15
2220,Chad,4/28/20,52,2,19
2221,Chad,4/29/20,52,2,19
2222,Chad,4/3/20,8,0,0
2223,Chad,4/30/20,73,5,33
2224,Chad,4/4/20,9,0,0
2225,Chad,4/5/20,9,0,0
2226,Chad,4/6/20,9,0,0
2227,Chad,4/7/20,10,0,2
2228,Chad,4/8/20,10,0,2
2229,Chad,4/9/20,11,0,2
2230,Chad,5/1/20,73,5,33
2231,Chad,5/2/20,117,10,39
2232,Chad,5/3/20,117,10,39
2233,Chad,5/4/20,117,10,39
2234,Chad,5/5/20,170,17,43
2235,Chad,5/6/20,170,17,43
2236,Chad,5/7/20,253,27,50
2237,Chile,3/10/20,13,0,0
2238,Chile,3/11/20,23,0,0
2239,Chile,3/12/20,23,0,0
2240,Chile,3/13/20,43,0,0
2241,Chile,3/14/20,61,0,0
2242,Chile,3/15/20,74,0,0
2243,Chile,3/16/20,155,0,0
2244,Chile,3/17/20,201,0,0
2245,Chile,3/18/20,238,0,0
2246,Chile,3/19/20,238,0,0
2247,Chile,3/20/20,434,0,6
2248,Chile,3/21/20,537,0,6
2249,Chile,3/22/20,632,1,8
2250,Chile,3/23/20,746,2,8
2251,Chile,3/24/20,922,2,17
2252,Chile,3/25/20,1142,3,22
2253,Chile,3/26/20,1306,4,22
2254,Chile,3/27/20,1610,5,43
2255,Chile,3/28/20,1909,6,61
2256,Chile,3/29/20,2139,7,75
2257,Chile,3/3/20,1,0,0
2258,Chile,3/30/20,2449,8,156
2259,Chile,3/31/20,2738,12,156
2260,Chile,3/4/20,1,0,0
2261,Chile,3/5/20,4,0,0
2262,Chile,3/6/20,4,0,0
2263,Chile,3/7/20,4,0,0
2264,Chile,3/8/20,8,0,0
2265,Chile,3/9/20,8,0,0
2266,Chile,4/1/20,3031,16,234
2267,Chile,4/10/20,6501,65,1571
2268,Chile,4/11/20,6927,73,1864
2269,Chile,4/12/20,7213,80,2059
2270,Chile,4/13/20,7525,82,2367
2271,Chile,4/14/20,7917,92,2646
2272,Chile,4/15/20,8273,94,2937
2273,Chile,4/16/20,8807,105,3299
2274,Chile,4/17/20,9252,116,3621
2275,Chile,4/18/20,9730,126,4035
2276,Chile,4/19/20,10088,133,4338
2277,Chile,4/2/20,3404,18,335
2278,Chile,4/20/20,10507,139,4676
2279,Chile,4/21/20,10832,147,4969
2280,Chile,4/22/20,11296,160,5386
2281,Chile,4/23/20,11812,168,5804
2282,Chile,4/24/20,12306,174,6327
2283,Chile,4/25/20,12858,181,6746
2284,Chile,4/26/20,13331,189,7024
2285,Chile,4/27/20,13813,198,7327
2286,Chile,4/28/20,14365,207,7710
2287,Chile,4/29/20,14885,216,8057
2288,Chile,4/3/20,3737,22,427
2289,Chile,4/30/20,16023,227,8580
2290,Chile,4/4/20,4161,27,528
2291,Chile,4/5/20,4471,34,618
2292,Chile,4/6/20,4815,37,728
2293,Chile,4/7/20,5116,43,898
2294,Chile,4/8/20,5546,48,1115
2295,Chile,4/9/20,5972,57,1274
2296,Chile,5/1/20,17008,234,9018
2297,Chile,5/2/20,18435,247,9572
2298,Chile,5/3/20,19663,260,10041
2299,Chile,5/4/20,20643,270,10415
2300,Chile,5/5/20,22016,275,10710
2301,Chile,5/6/20,23048,281,11189
2302,Chile,5/7/20,24581,285,11664
2303,China,1/22/20,548,17,28
2304,China,1/23/20,643,18,30
2305,China,1/24/20,920,26,36
2306,China,1/25/20,1406,42,39
2307,China,1/26/20,2075,56,49
2308,China,1/27/20,2877,82,58
2309,China,1/28/20,5509,131,101
2310,China,1/29/20,6087,133,120
2311,China,1/30/20,8141,171,135
2312,China,1/31/20,9802,213,214
2313,China,2/1/20,11891,259,275
2314,China,2/10/20,42354,1012,3918
2315,China,2/11/20,44386,1112,4636
2316,China,2/12/20,46267,1117,5082
2317,China,2/13/20,59895,1369,6217
2318,China,2/14/20,66358,1521,7977
2319,China,2/15/20,68413,1663,9298
2320,China,2/16/20,70513,1766,10755
2321,China,2/17/20,72434,1864,12462
2322,China,2/18/20,74211,2003,14206
2323,China,2/19/20,74619,2116,15962
2324,China,2/2/20,16630,361,463
2325,China,2/20/20,75077,2238,18014
2326,China,2/21/20,75550,2238,18704
2327,China,2/22/20,77001,2443,22699
2328,China,2/23/20,77022,2445,23187
2329,China,2/24/20,77241,2595,25015
2330,China,2/25/20,77754,2665,27676
2331,China,2/26/20,78166,2717,30084
2332,China,2/27/20,78600,2746,32930
2333,China,2/28/20,78928,2790,36329
2334,China,2/29/20,79356,2837,39320
2335,China,2/3/20,19716,425,614
2336,China,2/4/20,23707,491,843
2337,China,2/5/20,27440,563,1115
2338,China,2/6/20,30587,633,1477
2339,China,2/7/20,34110,718,1999
2340,China,2/8/20,36814,805,2596
2341,China,2/9/20,39829,905,3219
2342,China,3/1/20,79932,2872,42162
2343,China,3/10/20,80887,3139,60181
2344,China,3/11/20,80921,3161,61644
2345,China,3/12/20,80932,3172,62901
2346,China,3/13/20,80945,3180,64196
2347,China,3/14/20,80977,3193,65660
2348,China,3/15/20,81003,3203,67017
2349,China,3/16/20,81033,3217,67910
2350,China,3/17/20,81058,3230,68798
2351,China,3/18/20,81102,3241,69755
2352,China,3/19/20,81156,3249,70535
2353,China,3/2/20,80136,2914,44854
2354,China,3/20/20,81250,3253,71266
2355,China,3/21/20,81305,3259,71857
2356,China,3/22/20,81435,3274,72362
2357,China,3/23/20,81498,3274,72814
2358,China,3/24/20,81591,3281,73280
2359,China,3/25/20,81661,3285,73773
2360,China,3/26/20,81782,3291,74181
2361,China,3/27/20,81897,3296,74720
2362,China,3/28/20,81999,3299,75100
2363,China,3/29/20,82122,3304,75582
2364,China,3/3/20,80261,2947,47450
2365,China,3/30/20,82198,3308,75923
2366,China,3/31/20,82279,3309,76206
2367,China,3/4/20,80386,2983,50001
2368,China,3/5/20,80537,3015,52292
2369,China,3/6/20,80690,3044,53944
2370,China,3/7/20,80770,3072,55539
2371,China,3/8/20,80823,3100,57388
2372,China,3/9/20,80860,3123,58804
2373,China,4/1/20,82361,3316,76405
2374,China,4/10/20,82941,3340,77791
2375,China,4/11/20,83014,3343,77877
2376,China,4/12/20,83134,3343,77956
2377,China,4/13/20,83213,3345,78039
2378,China,4/14/20,83306,3345,78200
2379,China,4/15/20,83356,3346,78311
2380,China,4/16/20,83403,3346,78401
2381,China,4/17/20,83760,4636,77552
2382,China,4/18/20,83787,4636,77614
2383,China,4/19/20,83805,4636,77690
2384,China,4/2/20,82432,3322,76565
2385,China,4/20/20,83817,4636,77745
2386,China,4/21/20,83853,4636,77799
2387,China,4/22/20,83868,4636,77861
2388,China,4/23/20,83884,4636,77983
2389,China,4/24/20,83899,4636,78109
2390,China,4/25/20,83909,4636,78175
2391,China,4/26/20,83912,4637,78277
2392,China,4/27/20,83918,4637,78374
2393,China,4/28/20,83940,4637,78422
2394,China,4/29/20,83944,4637,78474
2395,China,4/3/20,82511,3326,76760
2396,China,4/30/20,83956,4637,78523
2397,China,4/4/20,82543,3330,76946
2398,China,4/5/20,82602,3333,77207
2399,China,4/6/20,82665,3335,77310
2400,China,4/7/20,82718,3335,77410
2401,China,4/8/20,82809,3337,77567
2402,China,4/9/20,82883,3339,77679
2403,China,5/1/20,83959,4637,78573
2404,China,5/2/20,83959,4637,78586
2405,China,5/3/20,83964,4637,78684
2406,China,5/4/20,83966,4637,78792
2407,China,5/5/20,83968,4637,78870
2408,China,5/6/20,83970,4637,78929
2409,China,5/7/20,83975,4637,78977
2410,Colombia,3/10/20,3,0,0
2411,Colombia,3/11/20,9,0,0
2412,Colombia,3/12/20,9,0,0
2413,Colombia,3/13/20,13,0,0
2414,Colombia,3/14/20,22,0,0
2415,Colombia,3/15/20,34,0,0
2416,Colombia,3/16/20,54,0,0
2417,Colombia,3/17/20,65,0,1
2418,Colombia,3/18/20,93,0,1
2419,Colombia,3/19/20,102,0,1
2420,Colombia,3/20/20,128,0,1
2421,Colombia,3/21/20,196,0,1
2422,Colombia,3/22/20,231,2,3
2423,Colombia,3/23/20,277,3,3
2424,Colombia,3/24/20,378,3,6
2425,Colombia,3/25/20,470,4,8
2426,Colombia,3/26/20,491,6,8
2427,Colombia,3/27/20,539,6,10
2428,Colombia,3/28/20,608,6,10
2429,Colombia,3/29/20,702,10,10
2430,Colombia,3/30/20,798,12,15
2431,Colombia,3/31/20,906,16,31
2432,Colombia,3/6/20,1,0,0
2433,Colombia,3/7/20,1,0,0
2434,Colombia,3/8/20,1,0,0
2435,Colombia,3/9/20,1,0,0
2436,Colombia,4/1/20,1065,17,39
2437,Colombia,4/10/20,2473,80,197
2438,Colombia,4/11/20,2709,100,214
2439,Colombia,4/12/20,2776,109,270
2440,Colombia,4/13/20,2852,112,319
2441,Colombia,4/14/20,2979,127,354
2442,Colombia,4/15/20,3105,131,452
2443,Colombia,4/16/20,3233,144,550
2444,Colombia,4/17/20,3439,153,634
2445,Colombia,4/18/20,3439,153,634
2446,Colombia,4/19/20,3792,179,711
2447,Colombia,4/2/20,1161,19,55
2448,Colombia,4/20/20,3977,189,804
2449,Colombia,4/21/20,4149,196,804
2450,Colombia,4/22/20,4356,206,870
2451,Colombia,4/23/20,4561,215,927
2452,Colombia,4/24/20,4881,225,1003
2453,Colombia,4/25/20,5142,233,1067
2454,Colombia,4/26/20,5379,244,1133
2455,Colombia,4/27/20,5597,253,1210
2456,Colombia,4/28/20,5949,269,1268
2457,Colombia,4/29/20,6207,278,1411
2458,Colombia,4/3/20,1267,25,55
2459,Colombia,4/30/20,6507,293,1439
2460,Colombia,4/4/20,1406,32,85
2461,Colombia,4/5/20,1485,35,88
2462,Colombia,4/6/20,1579,46,88
2463,Colombia,4/7/20,1780,50,100
2464,Colombia,4/8/20,2054,54,123
2465,Colombia,4/9/20,2223,69,174
2466,Colombia,5/1/20,7006,314,1551
2467,Colombia,5/2/20,7285,324,1666
2468,Colombia,5/3/20,7668,340,1722
2469,Colombia,5/4/20,7973,358,1807
2470,Colombia,5/5/20,8613,378,2013
2471,Colombia,5/6/20,8959,397,2148
2472,Colombia,5/7/20,9456,407,2300
2473,Comoros,4/30/20,1,0,0
2474,Comoros,5/1/20,1,0,0
2475,Comoros,5/2/20,3,0,0
2476,Comoros,5/3/20,3,0,0
2477,Comoros,5/4/20,3,0,0
2478,Comoros,5/5/20,3,0,0
2479,Comoros,5/6/20,8,1,0
2480,Comoros,5/7/20,8,1,0
2593,Costa Rica,3/10/20,9,0,0
2594,Costa Rica,3/11/20,13,0,0
2595,Costa Rica,3/12/20,22,0,0
2596,Costa Rica,3/13/20,23,0,0
2597,Costa Rica,3/14/20,26,0,0
2598,Costa Rica,3/15/20,27,0,0
2599,Costa Rica,3/16/20,35,0,0
2600,Costa Rica,3/17/20,41,0,0
2601,Costa Rica,3/18/20,50,0,0
2602,Costa Rica,3/19/20,69,1,0
2603,Costa Rica,3/20/20,89,1,0
2604,Costa Rica,3/21/20,117,2,2
2605,Costa Rica,3/22/20,134,2,2
2606,Costa Rica,3/23/20,158,2,2
2607,Costa Rica,3/24/20,177,2,2
2608,Costa Rica,3/25/20,201,2,2
2609,Costa Rica,3/26/20,231,2,2
2610,Costa Rica,3/27/20,263,2,3
2611,Costa Rica,3/28/20,295,2,3
2612,Costa Rica,3/29/20,314,2,3
2613,Costa Rica,3/30/20,330,2,4
2614,Costa Rica,3/31/20,347,2,4
2615,Costa Rica,3/6/20,1,0,0
2616,Costa Rica,3/7/20,1,0,0
2617,Costa Rica,3/8/20,5,0,0
2618,Costa Rica,3/9/20,9,0,0
2619,Costa Rica,4/1/20,375,2,4
2620,Costa Rica,4/10/20,558,3,42
2621,Costa Rica,4/11/20,577,3,49
2622,Costa Rica,4/12/20,595,3,56
2623,Costa Rica,4/13/20,612,3,62
2624,Costa Rica,4/14/20,618,3,66
2625,Costa Rica,4/15/20,626,4,67
2626,Costa Rica,4/16/20,642,4,74
2627,Costa Rica,4/17/20,649,4,88
2628,Costa Rica,4/18/20,655,4,97
2629,Costa Rica,4/19/20,660,5,112
2630,Costa Rica,4/2/20,396,2,6
2631,Costa Rica,4/20/20,662,6,124
2632,Costa Rica,4/21/20,669,6,150
2633,Costa Rica,4/22/20,681,6,180
2634,Costa Rica,4/23/20,686,6,196
2635,Costa Rica,4/24/20,687,6,216
2636,Costa Rica,4/25/20,693,6,242
2637,Costa Rica,4/26/20,695,6,264
2638,Costa Rica,4/27/20,697,6,287
2639,Costa Rica,4/28/20,705,6,306
2640,Costa Rica,4/29/20,713,6,323
2641,Costa Rica,4/3/20,416,2,11
2642,Costa Rica,4/30/20,719,6,338
2643,Costa Rica,4/4/20,435,2,13
2644,Costa Rica,4/5/20,454,2,16
2645,Costa Rica,4/6/20,467,2,18
2646,Costa Rica,4/7/20,483,2,24
2647,Costa Rica,4/8/20,502,3,29
2648,Costa Rica,4/9/20,539,3,30
2649,Costa Rica,5/1/20,725,6,355
2650,Costa Rica,5/2/20,733,6,372
2651,Costa Rica,5/3/20,739,6,386
2652,Costa Rica,5/4/20,742,6,399
2653,Costa Rica,5/5/20,755,6,413
2654,Costa Rica,5/6/20,761,6,428
2655,Costa Rica,5/7/20,765,6,445
2656,Cote d'Ivoire,3/11/20,1,0,0
2657,Cote d'Ivoire,3/12/20,1,0,0
2658,Cote d'Ivoire,3/13/20,1,0,0
2659,Cote d'Ivoire,3/14/20,1,0,0
2660,Cote d'Ivoire,3/15/20,1,0,0
2661,Cote d'Ivoire,3/16/20,1,0,0
2662,Cote d'Ivoire,3/17/20,5,0,1
2663,Cote d'Ivoire,3/18/20,6,0,1
2664,Cote d'Ivoire,3/19/20,9,0,1
2665,Cote d'Ivoire,3/20/20,9,0,1
2666,Cote d'Ivoire,3/21/20,14,0,1
2667,Cote d'Ivoire,3/22/20,14,0,1
2668,Cote d'Ivoire,3/23/20,25,0,1
2669,Cote d'Ivoire,3/24/20,73,0,2
2670,Cote d'Ivoire,3/25/20,80,0,3
